,season,winning_team,winning_score,losing_team,losing_score,Winning_field_goal_%,Winning_3_%,Winning_free_throw_%,Winning_total_rebounds,Winning_assists,Winning_turnovers,Winning_steals,Losing_field_goal_%,Losing_3_%,Losing_free_throw_%,Losing_total_rebounds,Losing_assists,Losing_turnover,Losing_steals
190,2005,North Carolina,87,Michigan St,71,49.29577465,30.0,64.70588235,9234,18,13,5,33.78378378,30.43478261,77.77777778,9711,15,12,10
191,2005,North Carolina,75,Illinois,70,51.92307692,56.25,63.15789474,9222,12,10,4,38.57142857,30.0,66.66666667,9706,18,8,8
192,2006,Monmouth NJ,71,Hampton,49,44.26229508,38.46153846,77.77777778,9227,21,9,2,30.15873016,26.66666667,53.84615385,9711,7,13,4
193,2006,Alabama,90,Marquette,85,50.90909091,52.17391304,70.96774194,9212,15,14,4,52.45901639,31.81818182,73.68421053,9699,13,12,9
194,2006,Boston College,88,Pacific,76,50.87719298,26.08695652,82.75862069,9219,22,8,12,41.26984127,40.0,77.77777778,9707,18,15,4
195,2006,Duke,70,Southern Univ,54,48.97959184,33.33333333,85.0,9222,15,20,9,35.48387097,30.76923077,60.0,9700,8,16,14
196,2006,Florida,76,South Alabama,50,49.15254237,40.0,80.0,9227,21,11,8,34.54545455,45.0,50.0,9708,8,16,7
197,2006,G Washington,88,UNC Wilmington,85,46.96969697,45.45454545,72.72727273,9215,16,10,6,59.25925926,50.0,55.55555556,9709,20,15,2
198,2006,Gonzaga,79,Xavier,75,52.0,50.0,77.77777778,9221,11,10,4,41.17647059,35.71428571,69.69696970000001,9705,14,8,4
199,2006,Illinois,78,Air Force,69,58.0,36.36363636,85.71428571,9217,17,11,6,51.219512200000004,48.14814815,77.77777778,9698,15,11,7
200,2006,Indiana,87,San Diego St,83,49.29577465,30.76923077,56.25,9212,14,9,11,56.36363636,55.55555556,73.33333333,9710,15,16,7
201,2006,LSU,80,Iona,64,52.94117647,50.0,77.77777778,9226,16,18,8,37.70491803,16.66666667,60.0,9700,6,15,10
202,2006,Montana,87,Nevada,79,51.78571429,50.0,85.18518519,9218,18,8,2,47.14285714,27.77777778,80.0,9703,15,9,5
203,2006,Tennessee,63,Winthrop,61,45.28301887,23.80952381,71.42857143,9218,12,13,6,39.28571429,29.16666667,58.82352941,9704,14,15,7
204,2006,Texas A&M,66,Syracuse,58,35.71428571,35.0,86.36363636,9220,14,10,8,39.21568627,21.05263158,66.66666667,9708,12,12,6
205,2006,UCLA,78,Belmont,44,53.57142857,30.76923077,82.35294118,9232,20,14,11,28.81355932,21.05263158,46.15384615,9702,9,14,8
206,2006,Washington,75,Utah St,61,47.45762712,44.44444444,87.5,9213,16,7,11,49.01960784,23.07692308,80.0,9710,14,22,3
207,2006,WI Milwaukee,82,Oklahoma,74,45.45454545,30.0,81.25,9218,13,12,8,52.45901639,35.71428571,62.5,9709,18,18,8
208,2006,Wichita St,86,Seton Hall,66,47.36842105,45.45454545,68.75,9226,19,15,6,34.42622951,30.0,94.73684211,9709,10,13,10
209,2006,Arizona,94,Wisconsin,75,59.3220339,50.0,82.60869565,9221,19,9,9,43.10344828,50.0,68.18181818,9699,19,10,4
210,2006,Bradley,77,Kansas,73,44.23076923,52.38095238,62.5,9220,17,16,6,44.82758621,38.88888889,73.68421053,9709,11,18,12
211,2006,Bucknell,59,Arkansas,55,38.63636364,52.38095238,77.77777778,9217,10,14,10,40.42553191,16.66666667,62.5,9704,13,13,4
212,2006,Connecticut,72,Albany NY,59,58.69565217,50.0,76.92307692,9217,17,16,6,46.15384615,26.66666667,87.5,9698,12,12,11
213,2006,George Mason,75,Michigan St,65,59.18367347,41.66666667,46.15384615,9226,7,14,4,43.33333333,38.46153846,60.0,9702,17,10,2
214,2006,Georgetown,54,Northern Iowa,49,43.47826087,26.31578947,64.28571429,9220,15,9,4,35.41666667,26.92307692,66.66666667,9706,10,8,4
215,2006,Kentucky,69,UAB,64,31.14754098,20.0,86.66666667,9223,12,8,2,43.10344828,20.83333333,52.94117647,9709,17,10,5
216,2006,Memphis,94,Oral Roberts,78,60.655737699999996,50.0,56.25,9217,16,13,10,52.83018868,46.66666667,75.0,9701,14,13,4
217,2006,NC State,58,California,52,50.0,31.25,64.70588235,9214,10,11,5,42.55319149,31.25,70.0,9701,9,13,7
218,2006,North Carolina,69,Murray St,65,45.83333333,27.77777778,80.0,9221,15,17,10,38.46153846,25.92592593,66.66666667,9700,5,13,9
219,2006,Northwestern LA,64,Iowa,63,38.33333333,39.13043478,64.28571429,9213,17,11,9,43.90243902,33.33333333,80.76923077,9711,10,19,4
220,2006,Ohio St,70,Davidson,62,40.0,22.72727273,56.52173913,9224,10,4,2,38.23529412,22.72727273,71.42857143,9714,13,9,1
221,2006,Pittsburgh,79,Kent,64,67.39130435,42.85714286,73.33333333,9220,18,12,4,38.98305085,40.90909091,69.23076923,9699,12,10,6
222,2006,Texas,60,Penn,52,40.0,20.0,84.61538462,9224,7,11,4,32.0754717,37.03703704,61.53846154,9694,10,8,4
223,2006,Villanova,58,Monmouth NJ,45,30.76923077,28.0,82.60869565,9221,7,13,13,34.14634146,23.52941176,76.47058824,9709,12,18,7
224,2006,West Virginia,64,S Illinois,46,44.0,34.375,81.81818182,9218,15,11,8,42.55319149,30.76923077,50.0,9704,12,15,7
225,2006,Boston College,69,Montana,56,42.85714286,47.05882353,77.77777778,9225,16,8,2,36.36363636,35.0,81.81818182,9707,19,7,3
226,2006,Duke,74,G Washington,61,47.72727273,37.5,70.27027027,9226,12,18,4,30.88235294,27.77777778,73.68421053,9704,10,14,8
227,2006,Florida,82,WI Milwaukee,60,53.57142857,40.0,73.68421053,9227,17,10,6,36.06557377,35.0,52.94117647,9703,10,11,6
228,2006,Gonzaga,90,Indiana,80,45.90163934,18.18181818,78.04878049,9223,13,7,9,44.92753623,44.44444444,33.33333333,9708,18,13,2
229,2006,LSU,58,Texas A&M,57,35.18518519,16.66666667,78.26086957,9219,5,13,4,41.50943396,46.15384615,58.33333333,9710,9,17,7
230,2006,UCLA,62,Alabama,59,51.06382979,36.0,38.46153846,9210,17,11,5,48.71794872,18.18181818,76.0,9704,10,15,7
231,2006,Washington,67,Illinois,64,37.77777778,33.33333333,71.79487179,9223,8,11,5,39.68253968,27.77777778,81.81818182,9709,15,12,4
232,2006,Wichita St,80,Tennessee,73,50.0,60.0,79.31034483,9221,16,13,3,40.29850746,34.48275862,69.23076923,9704,15,10,9
233,2006,Bradley,72,Pittsburgh,66,37.28813559,33.33333333,81.25,9220,14,8,8,40.98360656,30.0,90.90909091,9710,11,14,2
234,2006,Connecticut,87,Kentucky,83,50.0,30.76923077,70.0,9218,16,12,7,46.77419355,33.33333333,94.44444444,9707,15,14,7
235,2006,George Mason,65,North Carolina,60,39.65517241,25.0,78.94736842,9223,14,8,7,35.9375,33.33333333,100.0,9711,16,13,3
236,2006,Georgetown,70,Ohio St,52,46.55172414,42.85714286,83.33333333,9221,18,8,6,40.42553191,31.25,100.0,9705,10,11,4
237,2006,Memphis,72,Bucknell,56,47.91666667,43.75,73.07692308,9214,15,9,10,36.58536585,16.66666667,82.75862069,9706,8,19,4
238,2006,Texas,75,NC State,54,46.42857143,42.10526316,78.94736842,9225,17,10,8,39.28571429,13.63636364,58.33333333,9706,10,13,7
239,2006,Villanova,82,Arizona,78,53.84615385,47.36842105,85.0,9215,13,13,6,43.07692308,29.41176471,85.0,9698,15,10,7
240,2006,West Virginia,67,Northwestern LA,54,39.13043478,31.81818182,72.72727273,9216,11,14,13,38.18181818,30.0,54.54545455,9708,13,24,7
241,2006,LSU,62,Duke,54,39.3442623,28.57142857,52.17391304,9225,14,15,7,27.69230769,19.23076923,81.25,9711,12,16,9
242,2006,Memphis,80,Bradley,64,51.66666667,40.0,66.66666667,9226,11,13,10,33.33333333,31.25,70.37037037,9705,6,17,4
243,2006,Texas,74,West Virginia,71,48.27586207,21.05263158,70.0,9224,19,13,8,45.45454545,45.45454545,75.0,9697,19,8,3
244,2006,UCLA,73,Gonzaga,71,40.35087719,28.57142857,70.0,9216,12,10,5,47.05882353,30.0,76.92307692,9710,14,17,3
245,2006,Connecticut,98,Washington,92,52.94117647,52.63157895,72.34042553,9228,15,26,7,42.5,30.0,78.26086957,9705,9,17,19
246,2006,Florida,57,Georgetown,53,42.22222222,38.46153846,82.35294118,9218,7,12,4,38.88888889,23.80952381,75.0,9703,15,12,8
247,2006,George Mason,63,Wichita St,55,45.45454545,50.0,65.21739129999999,9226,12,9,5,31.25,12.5,70.58823529,9710,8,9,4
248,2006,Villanova,60,Boston College,59,35.0,21.05263158,70.0,9217,9,11,11,46.93877551,26.31578947,47.05882353,9712,18,21,5
249,2006,LSU,70,Texas,60,42.42424242,16.66666667,68.75,9229,18,10,8,30.43478261,34.48275862,72.72727273,9715,14,12,7
250,2006,UCLA,50,Memphis,45,35.0,25.0,51.28205128,9219,7,17,4,31.48148148,11.76470588,60.0,9709,5,18,8
251,2006,Florida,75,Villanova,62,40.74074074,23.52941176,87.09677419,9230,14,16,2,24.65753425,17.39130435,81.48148148,9698,8,6,6
252,2006,George Mason,86,Connecticut,84,50.0,50.0,68.0,9218,13,11,6,46.96969697,31.81818182,78.94736842,9704,15,9,6
253,2006,Florida,73,George Mason,58,43.39622642,48.0,78.94736842,9220,8,15,5,41.07142857,18.18181818,71.42857143,9700,6,11,8
254,2006,UCLA,59,LSU,45,41.17647059,27.77777778,70.58823529,9223,10,17,10,32.0,0.0,46.42857143,9703,4,15,9
255,2006,Florida,73,UCLA,57,44.82758621,31.57894737,75.0,9222,21,6,7,36.06557377,17.64705882,71.42857143,9710,11,12,3
256,2007,Niagara,77,Florida A&M,69,38.70967742,29.62962963,75.0,9221,10,11,5,45.3125,23.52941176,38.88888889,9711,13,13,6
257,2007,Boston College,84,Texas Tech,75,52.63157895,40.0,80.0,9220,16,8,3,46.15384615,41.17647059,88.88888889,9700,11,6,4
258,2007,Butler,57,Old Dominion,46,41.30434783,37.5,62.5,9222,11,11,6,32.72727273,20.0,85.71428571,9706,4,11,8
259,2007,Georgetown,80,Belmont,55,54.71698113,43.75,75.0,9223,17,12,9,35.71428571,23.07692308,52.94117647,9699,10,12,6
260,2007,Indiana,70,Gonzaga,57,39.65517241,36.0,93.75,9229,15,13,3,33.92857143,36.84210526,75.0,9708,14,10,6
261,2007,Louisville,78,Stanford,58,49.01960784,41.17647059,75.0,9214,12,13,11,41.17647059,25.0,48.14814815,9704,10,21,2
262,2007,Maryland,82,Davidson,70,45.58823529,35.29411765,73.68421053,9231,19,22,8,34.28571429,27.02702703,85.71428571,9706,17,17,13
263,2007,Michigan St,61,Marquette,49,53.65853659,40.0,86.66666667,9220,17,15,6,31.91489362,34.48275862,60.0,9701,7,15,6
264,2007,North Carolina,86,E Kentucky,65,64.9122807,46.15384615,54.54545455,9223,24,22,7,47.45762712,27.27272727,50.0,9694,14,16,12
265,2007,Ohio St,78,Central Conn,57,51.85185185,55.0,61.11111111,9222,14,10,5,35.8490566,38.46153846,90.0,9705,8,12,4
266,2007,Pittsburgh,79,Wright St,58,54.54545455,47.61904762,64.28571429,9232,21,17,3,33.33333333,25.0,58.33333333,9701,12,8,9
267,2007,Texas A&M,68,Penn,52,47.05882353,38.46153846,55.55555556,9225,10,8,4,36.20689655,20.0,75.0,9703,8,10,2
268,2007,UCLA,70,Weber St,42,46.55172414,52.63157895,66.66666667,9218,18,13,6,34.21052632,16.66666667,68.18181818,9703,8,17,5
269,2007,VA Commonwealth,79,Duke,77,42.62295082,56.25,75.0,9213,14,11,13,46.55172414,27.27272727,62.5,9708,11,17,5
270,2007,Vanderbilt,77,G Washington,44,42.62295082,38.70967742,81.25,9222,22,11,6,27.08333333,21.42857143,60.0,9706,6,20,3
271,2007,Washington St,70,Oral Roberts,54,47.36842105,38.46153846,91.66666667,9221,12,6,3,35.8490566,28.57142857,62.5,9704,11,12,3
272,2007,Xavier,79,BYU,77,42.85714286,47.05882353,79.31034483,9220,12,10,3,43.28358209,47.36842105,76.92307692,9705,10,10,2
273,2007,Florida,112,Jackson St,69,58.90410959,35.71428571,59.25925926,9234,27,12,5,36.23188406,27.27272727,92.85714286,9696,10,8,8
274,2007,Kansas,107,Niagara,67,54.05405405,59.09090909,53.84615385,9233,29,12,14,31.81818182,10.52631579,67.64705882,9711,9,21,12
275,2007,Kentucky,67,Villanova,58,45.45454545,26.31578947,70.96774194,9223,12,11,5,32.72727273,33.33333333,75.0,9704,8,8,5
276,2007,Memphis,73,North Texas,58,40.32258065,25.0,70.37037037,9221,12,16,6,35.8490566,40.0,72.72727273,9707,12,19,6
277,2007,Nevada,77,Creighton,71,45.16129032,35.0,82.35294118,9229,16,19,2,42.25352113,15.78947368,66.66666667,9704,12,6,10
278,2007,Oregon,58,Miami OH,56,43.18181818,31.25,88.23529412,9216,10,5,3,47.72727273,35.0,70.0,9705,10,7,1
279,2007,Purdue,72,Arizona,63,38.095238099999996,29.41176471,65.51724138,9216,10,8,12,41.17647059,26.66666667,94.44444444,9707,16,17,6
280,2007,S Illinois,61,Holy Cross,51,43.90243902,16.66666667,76.66666667,9215,11,18,9,33.33333333,9.090909091,70.96774194,9703,10,20,9
281,2007,Tennessee,121,Long Beach St,86,58.90410959,51.85185185,70.0,9223,25,6,11,49.23076923,57.14285714,71.42857143,9703,11,13,2
282,2007,Texas,79,New Mexico St,67,49.01960784,25.0,96.15384615,9217,11,15,8,40.32258065,28.0,83.33333333,9702,14,17,5
283,2007,UNLV,67,Georgia Tech,63,31.66666667,26.66666667,77.77777778,9216,15,9,5,40.98360656,27.27272727,58.82352941,9704,11,11,6
284,2007,USC,77,Arkansas,60,50.0,30.76923077,92.0,9226,10,12,8,36.84210526,15.0,75.0,9700,5,11,5
285,2007,Virginia,84,Albany NY,57,53.57142857,52.94117647,83.33333333,9222,16,8,3,37.93103448,30.76923077,71.42857143,9697,16,9,2
286,2007,Virginia Tech,54,Illinois,52,35.71428571,42.85714286,64.28571429,9214,11,9,11,42.22222222,35.29411765,53.33333333,9712,12,21,3
287,2007,Winthrop,74,Notre Dame,64,45.16129032,38.095238099999996,52.63157895,9229,20,13,5,41.79104478,18.18181818,30.76923077,9713,10,13,10
288,2007,Wisconsin,76,TAM C. Christi,63,40.0,35.0,83.33333333,9219,13,10,8,43.47826087,50.0,68.0,9711,16,17,5
289,2007,Butler,62,Maryland,59,44.23076923,46.15384615,66.66666667,9211,14,12,10,46.93877551,54.54545455,46.66666667,9707,13,17,4
290,2007,Georgetown,62,Boston College,55,42.30769231,25.0,73.68421053,9217,12,10,6,38.18181818,28.57142857,63.63636364,9701,9,9,6
291,2007,North Carolina,81,Michigan St,67,48.07692308,37.5,73.52941176,9222,12,10,6,37.28813559,40.0,88.23529412,9702,15,10,5
292,2007,Ohio St,78,Xavier,71,41.26984127,42.85714286,85.0,9229,10,14,5,42.62295082,34.782608700000004,68.75,9707,13,9,4
293,2007,Pittsburgh,84,VA Commonwealth,79,54.38596491,50.0,59.25925926,9224,20,16,5,40.84507042,30.43478261,82.35294118,9703,13,7,9
294,2007,Texas A&M,72,Louisville,69,46.34146341,62.5,74.35897436,9215,9,11,6,44.44444444,27.77777778,77.41935484,9706,5,14,3
295,2007,UCLA,54,Indiana,49,36.17021277,22.22222222,75.0,9225,10,10,6,32.69230769,31.25,47.61904762,9709,8,12,4
296,2007,Vanderbilt,78,Washington St,74,42.85714286,37.03703704,77.77777778,9224,13,17,12,45.0,36.84210526,76.47058824,9711,16,19,10
297,2007,Florida,74,Purdue,67,50.0,27.77777778,87.09677419,9220,11,15,7,47.45762712,29.41176471,46.15384615,9701,15,12,12
298,2007,Kansas,88,Kentucky,76,56.60377358,62.5,78.26086957,9217,19,11,7,41.37931034,38.46153846,78.26086957,9701,17,12,5
299,2007,Memphis,78,Nevada,62,38.98305085,35.29411765,76.47058824,9220,10,10,7,36.84210526,23.80952381,88.23529412,9704,16,14,5
300,2007,Oregon,75,Winthrop,61,48.21428571,47.82608696,83.33333333,9217,8,10,4,39.3442623,25.80645161,62.5,9704,13,15,4
301,2007,S Illinois,63,Virginia Tech,48,44.18604651,57.14285714,56.52173913,9220,11,9,5,41.30434783,15.38461538,50.0,9708,3,11,3
302,2007,Tennessee,77,Virginia,74,40.74074074,42.30769231,68.75,9223,12,16,7,37.5,26.92307692,86.11111111,9707,5,12,5
303,2007,UNLV,74,Wisconsin,68,46.15384615,50.0,80.0,9223,12,9,3,41.17647059,23.80952381,77.77777778,9708,14,8,6
304,2007,USC,87,Texas,68,45.76271186,37.5,71.05263158,9226,13,10,6,37.5,25.0,81.25,9708,10,14,3
305,2007,Kansas,61,S Illinois,58,59.52380952,16.66666667,52.63157895,9216,16,19,9,36.84210526,24.0,71.42857143,9698,9,15,6
306,2007,Memphis,65,Texas A&M,64,42.59259259,29.41176471,66.66666667,9216,8,8,2,47.45762712,30.0,50.0,9708,14,8,4
307,2007,Ohio St,85,Tennessee,84,52.94117647,36.36363636,65.71428571,9221,13,8,3,48.38709677,51.61290323,47.05882353,9708,14,7,4
308,2007,UCLA,64,Pittsburgh,55,42.85714286,38.46153846,88.46153846,9223,10,14,1,36.36363636,43.75,57.14285714,9703,13,10,5
309,2007,Florida,65,Butler,57,50.0,42.10526316,82.14285714,9217,9,13,1,40.0,36.84210526,76.92307692,9698,8,9,7
310,2007,Georgetown,66,Vanderbilt,65,44.64285714,42.10526316,57.14285714,9220,14,11,3,41.17647059,33.33333333,70.0,9702,17,5,5
311,2007,North Carolina,74,USC,64,38.96103896,14.28571429,70.58823529,9222,11,9,6,42.62295082,27.77777778,77.77777778,9713,13,18,5
312,2007,Oregon,76,UNLV,72,47.91666667,56.52173913,77.27272727,9226,11,17,4,37.83783784,27.27272727,58.33333333,9703,13,8,8
313,2007,Ohio St,92,Memphis,76,50.98039216,29.41176471,85.36585366,9221,9,8,8,40.0,45.45454545,70.0,9704,10,11,5
314,2007,UCLA,68,Kansas,55,53.33333333,47.05882353,66.66666667,9217,12,25,15,41.07142857,50.0,45.45454545,9698,17,21,17
315,2007,Florida,85,Oregon,77,47.91666667,45.83333333,65.11627907,9220,10,18,5,46.55172414,36.36363636,93.75,9700,13,13,8
316,2007,Georgetown,96,North Carolina,84,57.57575758,57.14285714,66.66666667,9223,26,10,4,35.21126761,25.0,85.29411765,9706,15,9,5
317,2007,Florida,76,UCLA,66,53.33333333,40.90909091,61.29032258,9231,10,16,2,39.0625,21.73913043,84.61538462,9704,12,3,6
318,2007,Ohio St,67,Georgetown,60,43.85964912,28.57142857,68.42105263,9217,13,8,8,49.01960784,33.33333333,37.5,9705,17,14,3
319,2007,Florida,84,Ohio St,75,49.05660377,55.55555556,88.0,9224,11,15,5,46.875,17.39130435,64.70588235,9702,10,7,11
320,2008,Mt St Mary's,69,Coppin St,60,34.54545455,25.0,81.25,9224,10,11,7,43.85964912,23.52941176,46.15384615,9710,9,11,2
321,2008,Duke,71,Belmont,70,43.10344828,28.57142857,71.42857143,9223,9,15,11,44.06779661,34.782608700000004,66.66666667,9708,12,14,7
322,2008,Kansas,85,Portland St,61,54.09836066,48.0,46.66666667,9219,21,11,10,38.18181818,36.0,71.42857143,9702,11,16,8
323,2008,Kansas St,80,USC,67,48.33333333,43.75,57.69230769,9219,15,13,7,42.0,50.0,70.37037037,9702,12,11,6
324,2008,Marquette,74,Kentucky,66,44.23076923,38.46153846,79.31034483,9215,10,7,5,47.91666667,40.0,70.58823529,9701,13,12,4
325,2008,Michigan St,72,Temple,61,48.14814815,26.66666667,88.88888889,9223,19,12,4,37.5,26.08695652,68.42105263,9702,13,11,7
326,2008,Notre Dame,68,George Mason,50,45.61403509,42.85714286,63.63636364,9227,14,13,4,33.33333333,17.64705882,64.28571429,9707,8,11,5
327,2008,Pittsburgh,82,Oral Roberts,63,46.37681159,36.36363636,76.92307692,9230,17,9,5,34.92063492,40.90909091,66.66666667,9706,10,10,6
328,2008,Purdue,90,Baylor,79,49.25373134,45.0,83.33333333,9223,14,13,6,40.57971014,28.57142857,75.0,9705,11,11,9
329,2008,Stanford,77,Cornell,53,55.35714286,44.44444444,70.0,9230,20,19,5,30.50847458,30.76923077,69.23076923,9699,7,11,8
330,2008,Texas A&M,67,BYU,62,54.34782609,50.0,52.94117647,9224,18,13,2,44.44444444,31.81818182,50.0,9701,13,7,6
331,2008,UCLA,70,MS Valley St,29,47.36842105,40.0,72.72727273,9236,20,12,7,19.696969699999997,7.142857143,33.33333333,9703,7,11,7
332,2008,UNLV,71,Kent,58,50.87719298,33.33333333,77.77777778,9225,16,19,11,35.59322034,29.41176471,73.33333333,9706,9,20,10
333,2008,Washington St,71,Winthrop,40,59.18367347,30.76923077,69.23076923,9228,20,10,4,30.76923077,31.57894737,25.0,9699,7,7,5
334,2008,West Virginia,75,Arizona,65,50.90909091,57.89473684,88.88888889,9217,16,9,6,45.65217391,40.0,80.95238095,9705,12,12,3
335,2008,Wisconsin,71,CS Fullerton,56,42.37288136,18.75,72.0,9228,13,17,8,36.20689655,33.33333333,53.84615385,9704,7,14,9
336,2008,Xavier,73,Georgia,61,42.55319149,33.33333333,81.81818182,9219,11,8,9,47.27272727,33.33333333,60.0,9708,10,14,4
337,2008,Arkansas,86,Indiana,72,54.16666667,47.05882353,78.78787879,9221,14,12,5,43.75,41.66666667,50.0,9700,14,10,8
338,2008,Butler,81,South Alabama,61,50.94339623,53.57142857,92.30769231,9217,18,10,9,43.75,30.0,48.14814815,9701,8,13,5
339,2008,Davidson,82,Gonzaga,76,49.12280702,50.0,71.42857143,9215,18,14,9,50.90909091,44.44444444,57.14285714,9707,14,19,11
340,2008,Georgetown,66,UMBC,47,50.98039216,34.782608700000004,42.85714286,9225,14,15,6,32.0,30.76923077,53.84615385,9704,8,12,12
341,2008,Louisville,79,Boise St,61,55.76923077,50.0,50.0,9216,15,16,10,48.14814815,23.52941176,41.66666667,9704,15,19,5
342,2008,Memphis,87,UT Arlington,63,51.85185185,45.0,62.85714286,9219,18,12,7,43.63636364,30.76923077,52.38095238,9701,16,14,5
343,2008,Miami FL,78,St Mary's CA,64,44.44444444,38.46153846,80.95238095,9230,14,16,4,37.28813559,34.782608700000004,52.17391304,9707,15,14,3
344,2008,Mississippi St,76,Oregon,69,47.05882353,23.52941176,66.66666667,9228,16,12,5,34.375,23.68421053,84.21052632,9709,13,10,6
345,2008,North Carolina,113,Mt St Mary's,74,60.56338028,43.75,80.0,9226,25,9,11,43.07692308,31.81818182,78.57142857,9697,16,15,7
346,2008,Oklahoma,72,St Joseph's PA,64,57.14285714,42.85714286,69.23076923,9215,14,9,5,48.97959184,42.85714286,71.42857143,9699,11,12,4
347,2008,San Diego,70,Connecticut,69,47.69230769,33.33333333,57.14285714,9215,13,11,11,43.10344828,50.0,80.0,9709,14,15,5
348,2008,Siena,83,Vanderbilt,62,56.52173913,45.0,88.0,9220,16,17,10,40.98360656,20.0,66.66666667,9701,12,16,9
349,2008,Tennessee,72,American Univ,57,48.88888889,31.57894737,70.96774194,9217,13,14,12,36.20689655,36.0,50.0,9705,9,22,5
350,2008,Texas,74,Austin Peay,54,49.09090909,45.45454545,55.55555556,9225,17,11,2,28.81355932,26.08695652,66.66666667,9701,10,7,4
351,2008,Villanova,75,Clemson,69,50.0,53.84615385,82.75862069,9227,8,19,6,38.33333333,27.27272727,60.86956522,9703,9,14,8
352,2008,WKU,101,Drake,99,54.41176471,50.0,68.42105263,9224,18,22,5,37.68115942,38.095238099999996,81.57894737,9704,18,15,8
353,2008,Kansas,75,UNLV,56,58.0,38.46153846,63.15789474,9225,9,10,7,26.66666667,22.72727273,79.41176471,9701,6,10,6
354,2008,Michigan St,65,Pittsburgh,54,48.07692308,60.0,100.0,9223,12,15,1,32.69230769,11.76470588,94.73684211,9701,4,9,8
355,2008,Stanford,82,Marquette,81,46.66666667,50.0,67.85714286,9223,23,8,4,42.46575342,33.33333333,75.0,9712,15,9,3
356,2008,UCLA,51,Texas A&M,49,43.18181818,33.33333333,63.63636364,9217,7,14,7,43.1372549,20.0,42.85714286,9703,12,11,2
357,2008,Washington St,61,Notre Dame,41,44.44444444,23.52941176,64.28571429,9225,14,7,8,24.52830189,17.64705882,92.30769231,9710,7,13,3
358,2008,West Virginia,73,Duke,67,40.32258065,36.36363636,86.36363636,9224,12,17,1,38.0,22.72727273,75.0,9704,6,13,6
359,2008,Wisconsin,72,Kansas St,55,52.17391304,40.90909091,62.5,9218,10,10,3,39.62264151,0.0,81.25,9708,4,13,4
360,2008,Xavier,85,Purdue,78,54.0,41.66666667,78.78787879,9225,12,14,5,38.80597015,38.095238099999996,78.26086957,9708,9,10,8
361,2008,Davidson,74,Georgetown,70,38.59649123,21.42857143,80.0,9212,10,5,6,63.41463415,55.55555556,47.05882353,9707,11,20,2
362,2008,Louisville,78,Oklahoma,48,59.25925926,52.94117647,33.33333333,9219,24,12,7,31.91489362,27.77777778,68.42105263,9702,9,16,3
363,2008,Memphis,77,Mississippi St,74,44.44444444,37.5,46.875,9222,19,5,3,43.33333333,42.10526316,70.0,9710,9,8,2
364,2008,North Carolina,108,Arkansas,77,67.69230769,50.0,70.58823529,9217,28,7,3,47.45762712,27.77777778,69.56521739,9697,11,9,5
365,2008,Tennessee,76,Butler,71,44.06779661,26.31578947,65.51724138,9226,12,20,5,36.06557377,34.61538462,64.28571429,9708,11,14,11
366,2008,Texas,75,Miami FL,72,43.85964912,50.0,57.14285714,9221,17,13,3,40.0,40.90909091,86.36363636,9706,10,9,4
367,2008,Villanova,84,Siena,72,53.57142857,46.15384615,75.0,9227,15,15,8,35.71428571,28.57142857,66.66666667,9708,9,13,8
368,2008,WKU,72,San Diego,63,48.07692308,37.5,76.19047619,9219,11,14,13,44.68085106,26.66666667,60.71428571,9706,11,17,8
369,2008,Louisville,79,Tennessee,60,52.0,28.57142857,76.66666667,9230,14,20,6,33.92857143,25.0,68.0,9704,12,17,11
370,2008,North Carolina,68,Washington St,47,43.10344828,33.33333333,68.42105263,9228,11,13,5,31.57894737,12.5,60.0,9707,9,10,6
371,2008,UCLA,88,WKU,78,50.0,44.44444444,74.28571429,9230,17,19,6,34.72222222,37.5,73.07692308,9702,12,11,11
372,2008,Xavier,79,West Virginia,75,47.45762712,57.89473684,57.14285714,9222,16,12,3,42.42424242,9.090909091,66.66666667,9705,16,8,5
373,2008,Davidson,73,Wisconsin,56,49.05660377,50.0,75.0,9213,18,7,9,36.95652174,34.782608700000004,66.66666667,9701,9,12,2
374,2008,Kansas,72,Villanova,57,53.33333333,42.10526316,80.0,9222,16,18,8,35.59322034,17.64705882,66.66666667,9699,5,14,10
375,2008,Memphis,92,Michigan St,74,52.54237288,30.76923077,74.28571429,9218,13,9,9,49.15254237,27.77777778,64.70588235,9701,18,12,2
376,2008,Texas,82,Stanford,62,49.23076923,31.81818182,61.11111111,9224,16,6,7,33.84615385,35.29411765,66.66666667,9707,13,10,5
377,2008,North Carolina,83,Louisville,73,53.44827586,27.27272727,85.71428571,9214,16,14,9,52.72727273,31.57894737,56.25,9698,15,19,7
378,2008,UCLA,76,Xavier,57,53.84615385,46.66666667,72.22222222,9220,17,14,6,36.20689655,21.05263158,68.75,9698,12,9,6
379,2008,Kansas,59,Davidson,57,44.23076923,35.71428571,57.14285714,9224,12,14,5,38.59649123,29.62962963,41.66666667,9705,17,9,7
380,2008,Memphis,85,Texas,67,50.0,27.27272727,83.33333333,9228,18,7,4,36.23188406,32.14285714,88.88888889,9707,13,8,5
381,2008,Kansas,84,North Carolina,66,53.125,33.33333333,78.57142857,9227,17,19,10,35.82089552,20.83333333,86.66666667,9704,7,18,7
382,2008,Memphis,78,UCLA,63,42.1875,33.33333333,86.95652174,9224,10,9,7,37.5,30.76923077,84.61538462,9708,8,12,6
